"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","deposit"
38,"self-employed","married","secondary","no",30,"no","no","unknown",16,"jun",91,1,999,0,"unknown","no"
52,"blue-collar","married","primary","no",117,"no","yes","cellular",24,"jul",164,2,999,0,"unknown","no"
29,"services","single","secondary","no",9,"no","yes","cellular",8,"jul",202,2,999,0,"unknown","no"
62,"self-employed","married","tertiary","no",3685,"no","no","cellular",3,"feb",181,3,999,0,"unknown","no"
32,"blue-collar","married","secondary","no",-32,"yes","no","cellular",12,"may",145,1,999,0,"unknown","no"
34,"management","married","tertiary","no",179,"yes","no","cellular",20,"nov",184,1,999,0,"unknown","no"
41,"blue-collar","married","secondary","no",196,"yes","no","unknown",13,"may",488,1,999,0,"unknown","no"
38,"self-employed","married","secondary","no",138,"no","no","unknown",9,"may",182,3,999,0,"unknown","no"
29,"services","single","secondary","no",37,"no","yes","cellular",17,"jul",309,2,999,0,"unknown","no"
47,"blue-collar","married","primary","no",550,"yes","no","unknown",7,"may",113,1,999,0,"unknown","no"
33,"management","married","tertiary","no",334,"no","no","cellular",25,"nov",87,1,999,0,"unknown","no"
34,"blue-collar","single","secondary","no",341,"yes","no","unknown",8,"may",195,1,999,0,"unknown","no"
45,"technician","single","secondary","no",586,"no","yes","cellular",28,"jul",32,3,999,0,"unknown","no"
55,"unemployed","married","secondary","no",512,"no","no","cellular",28,"jan",70,1,999,0,"unknown","no"
40,"unemployed","married","secondary","no",3430,"yes","no","cellular",20,"nov",1855,3,999,0,"unknown","no"
45,"technician","married","secondary","no",144,"yes","yes","cellular",14,"jul",154,4,999,0,"unknown","no"
57,"technician","married","secondary","no",29207,"yes","no","telephone",21,"nov",232,2,999,0,"unknown","no"
32,"management","single","tertiary","no",0,"yes","yes","cellular",17,"nov",107,2,999,0,"unknown","no"
31,"blue-collar","married","primary","no",605,"yes","no","unknown",15,"may",334,10,999,0,"unknown","no"
45,"management","married","tertiary","no",1529,"no","no","cellular",30,"jun",160,1,999,0,"unknown","no"
33,"blue-collar","single","secondary","no",1794,"yes","no","cellular",12,"may",360,1,173,1,"other","no"
41,"blue-collar","married","secondary","no",97,"no","yes","cellular",8,"jul",212,2,999,0,"unknown","no"
34,"management","married","secondary","no",355,"no","no","cellular",21,"aug",314,3,999,0,"unknown","no"
32,"admin.","single","tertiary","no",328,"yes","yes","unknown",26,"jun",271,1,999,0,"unknown","no"
32,"technician","single","tertiary","no",127,"yes","no","cellular",27,"aug",20,17,999,0,"unknown","no"
54,"blue-collar","married","primary","no",532,"no","no","telephone",31,"jul",73,2,999,0,"unknown","no"
38,"entrepreneur","married","unknown","no",259,"no","no","cellular",18,"nov",63,1,999,0,"unknown","no"
32,"blue-collar","married","primary","no",1504,"yes","no","cellular",17,"apr",131,2,999,0,"unknown","no"
51,"housemaid","divorced","primary","no",127,"no","no","unknown",13,"sep",69,1,999,0,"unknown","no"
42,"blue-collar","married","secondary","no",273,"no","no","unknown",12,"jun",315,1,999,0,"unknown","no"
37,"blue-collar","married","secondary","no",2924,"no","no","cellular",31,"jul",74,2,999,0,"unknown","no"
40,"technician","married","secondary","no",503,"yes","no","unknown",14,"may",127,3,999,0,"unknown","no"
47,"admin.","married","secondary","no",1387,"yes","no","cellular",14,"oct",158,1,826,1,"failure","no"
45,"unknown","married","unknown","no",2834,"no","no","cellular",4,"aug",112,1,999,0,"unknown","no"
26,"technician","single","secondary","no",124,"yes","no","unknown",12,"may",57,8,999,0,"unknown","no"
47,"admin.","single","secondary","no",3531,"yes","no","cellular",7,"jul",49,6,999,0,"unknown","no"
51,"management","married","tertiary","no",-15,"no","no","cellular",25,"jul",212,2,999,0,"unknown","no"
53,"self-employed","married","secondary","no",248,"no","yes","cellular",17,"nov",99,1,126,3,"failure","no"
68,"retired","married","secondary","no",20723,"yes","no","cellular",28,"apr",318,2,999,0,"unknown","no"
40,"services","divorced","secondary","no",694,"yes","no","cellular",31,"jul",75,14,999,0,"unknown","no"
30,"technician","single","secondary","no",778,"yes","no","cellular",18,"may",22,2,346,2,"failure","no"
33,"admin.","married","tertiary","no",640,"no","no","cellular",24,"jul",318,1,999,0,"unknown","no"
63,"technician","married","secondary","no",896,"yes","no","cellular",28,"jan",115,3,91,4,"other","no"
36,"admin.","single","secondary","no",206,"yes","no","unknown",8,"may",183,1,999,0,"unknown","no"
39,"technician","single","secondary","no",1685,"yes","no","cellular",8,"may",319,1,368,1,"failure","no"
50,"management","married","tertiary","no",0,"no","no","cellular",30,"jan",199,1,205,1,"failure","no"
29,"admin.","single","secondary","no",1261,"no","no","cellular",5,"feb",605,1,999,0,"unknown","no"
58,"retired","single","primary","no",999,"no","no","cellular",25,"jul",188,6,999,0,"unknown","no"
47,"housemaid","divorced","primary","no",61,"no","no","cellular",29,"jul",69,5,999,0,"unknown","no"
56,"services","married","primary","no",444,"yes","no","unknown",6,"jun",432,1,999,0,"unknown","no"
47,"management","divorced","tertiary","no",107,"no","no","unknown",15,"may",246,1,999,0,"unknown","no"
26,"unemployed","single","tertiary","no",2170,"no","no","cellular",3,"feb",317,1,999,0,"unknown","no"
49,"management","divorced","tertiary","no",178,"no","no","cellular",6,"aug",174,2,999,0,"unknown","no"
48,"housemaid","married","secondary","no",3570,"no","no","cellular",5,"jun",58,2,999,0,"unknown","no"
23,"services","married","secondary","no",1309,"yes","no","unknown",3,"jun",349,2,999,0,"unknown","no"
39,"blue-collar","single","secondary","no",29,"yes","no","unknown",7,"may",214,2,999,0,"unknown","no"
29,"self-employed","single","tertiary","no",162,"no","yes","cellular",25,"jul",324,1,999,0,"unknown","no"
46,"admin.","married","secondary","no",-42,"no","yes","telephone",28,"jul",181,12,999,0,"unknown","no"
37,"unemployed","married","secondary","no",4769,"no","no","cellular",29,"jan",124,1,999,0,"unknown","no"
45,"blue-collar","single","secondary","no",0,"yes","no","cellular",16,"oct",283,1,165,3,"failure","no"
40,"management","married","tertiary","no",7780,"no","no","telephone",4,"may",364,1,355,1,"other","no"
38,"services","divorced","secondary","no",446,"yes","no","unknown",18,"jun",373,4,999,0,"unknown","no"
52,"services","married","secondary","no",820,"yes","no","cellular",2,"feb",135,2,999,0,"unknown","no"
34,"management","married","tertiary","no",118,"no","yes","telephone",17,"jul",171,3,999,0,"unknown","no"
40,"services","married","secondary","no",0,"yes","no","cellular",2,"jun",297,1,28,3,"failure","no"
36,"services","divorced","primary","no",418,"yes","no","cellular",8,"may",156,2,999,0,"unknown","no"
29,"blue-collar","married","secondary","no",5903,"yes","no","unknown",8,"may",194,1,999,0,"unknown","no"
35,"blue-collar","married","secondary","no",667,"yes","no","cellular",14,"may",10,5,324,27,"other","no"
53,"unemployed","married","secondary","no",582,"yes","no","unknown",8,"may",96,2,999,0,"unknown","no"
36,"entrepreneur","single","secondary","no",296,"no","no","cellular",18,"nov",67,2,111,2,"failure","no"
57,"housemaid","divorced","primary","no",8278,"no","no","cellular",17,"nov",408,3,999,0,"unknown","no"
26,"student","single","secondary","no",0,"yes","no","unknown",5,"may",610,2,999,0,"unknown","no"
38,"technician","single","tertiary","no",5122,"yes","no","cellular",20,"nov",370,1,184,1,"failure","no"
52,"management","married","primary","no",0,"no","no","unknown",5,"jun",85,3,999,0,"unknown","no"
33,"self-employed","married","tertiary","no",263,"no","no","cellular",16,"nov",79,4,94,3,"failure","no"
30,"services","single","secondary","no",117,"no","no","cellular",28,"jan",135,1,999,0,"unknown","no"
41,"management","single","tertiary","no",0,"no","no","cellular",7,"aug",91,2,999,0,"unknown","no"
28,"management","single","tertiary","no",882,"no","yes","cellular",8,"jul",107,2,999,0,"unknown","no"
33,"management","married","tertiary","no",148,"no","no","unknown",20,"may",717,1,999,0,"unknown","no"
49,"admin.","married","secondary","no",2501,"yes","no","unknown",30,"may",50,2,999,0,"unknown","no"
35,"management","married","tertiary","no",0,"yes","no","cellular",5,"may",310,1,999,0,"unknown","no"
56,"management","divorced","tertiary","no",382,"no","no","cellular",19,"nov",117,2,999,0,"unknown","no"
56,"blue-collar","married","primary","no",551,"no","no","unknown",29,"may",27,1,999,0,"unknown","no"
38,"blue-collar","divorced","secondary","no",0,"yes","no","cellular",11,"may",580,1,173,1,"failure","no"
41,"technician","married","secondary","no",2123,"no","no","cellular",8,"aug",130,2,999,0,"unknown","no"
42,"blue-collar","single","primary","no",156,"yes","no","telephone",15,"may",7,4,371,5,"failure","no"
57,"blue-collar","married","primary","no",630,"yes","no","unknown",29,"may",52,1,999,0,"unknown","no"
28,"blue-collar","single","primary","no",0,"yes","yes","unknown",3,"jun",380,4,999,0,"unknown","no"
35,"technician","single","secondary","no",2144,"yes","no","unknown",13,"may",188,2,999,0,"unknown","no"
43,"management","married","tertiary","no",8,"no","no","cellular",11,"aug",95,4,999,0,"unknown","no"
30,"services","single","secondary","no",1649,"yes","no","unknown",23,"may",206,1,999,0,"unknown","no"
46,"unemployed","divorced","secondary","no",41,"yes","no","unknown",12,"may",249,4,999,0,"unknown","no"
52,"management","divorced","primary","no",92,"no","yes","cellular",16,"jul",469,7,999,0,"unknown","no"
37,"entrepreneur","married","tertiary","no",310,"no","no","cellular",1,"sep",76,1,999,0,"unknown","no"
30,"technician","married","secondary","no",207,"yes","no","unknown",23,"may",72,2,999,0,"unknown","no"
34,"management","married","tertiary","no",39,"no","no","cellular",13,"aug",160,1,999,0,"unknown","no"
42,"admin.","married","primary","no",-466,"no","yes","telephone",31,"jul",94,15,999,0,"unknown","no"
38,"management","married","tertiary","no",1463,"yes","no","cellular",25,"aug",425,4,999,0,"unknown","no"
31,"admin.","single","secondary","no",50,"no","no","cellular",29,"jan",395,1,999,0,"unknown","no"
54,"management","married","tertiary","no",1146,"yes","no","cellular",12,"aug",205,2,999,0,"unknown","no"
36,"admin.","divorced","tertiary","no",125,"yes","no","unknown",26,"may",172,1,999,0,"unknown","no"
39,"technician","single","secondary","no",175,"no","yes","unknown",16,"jun",757,2,999,0,"unknown","no"
35,"admin.","single","tertiary","no",1374,"yes","no","cellular",15,"may",319,1,999,0,"unknown","no"
35,"management","married","tertiary","no",451,"yes","no","cellular",17,"apr",220,6,999,0,"unknown","no"
33,"admin.","single","tertiary","no",2,"no","no","cellular",29,"jan",132,2,999,0,"unknown","no"
40,"admin.","married","secondary","no",1060,"yes","no","cellular",17,"apr",14,3,999,0,"unknown","no"
33,"blue-collar","married","primary","no",934,"yes","no","unknown",4,"jun",244,2,999,0,"unknown","no"
49,"management","married","tertiary","no",7007,"no","no","cellular",17,"nov",325,2,999,0,"unknown","no"
35,"blue-collar","married","primary","no",-367,"yes","no","cellular",11,"may",77,1,350,1,"failure","no"
45,"blue-collar","single","secondary","no",615,"yes","no","cellular",15,"may",133,1,999,0,"unknown","no"
30,"blue-collar","single","secondary","no",-390,"yes","no","cellular",5,"may",275,1,999,0,"unknown","no"
43,"technician","single","secondary","no",34,"no","no","telephone",30,"jul",29,1,999,0,"unknown","no"
42,"housemaid","divorced","secondary","no",1406,"yes","no","cellular",22,"jul",178,1,999,0,"unknown","no"
35,"entrepreneur","married","secondary","no",1163,"yes","no","unknown",20,"may",284,1,999,0,"unknown","no"
32,"management","married","tertiary","no",578,"no","yes","cellular",22,"jul",29,2,999,0,"unknown","no"
37,"management","married","secondary","no",80,"no","no","cellular",27,"aug",155,3,999,0,"unknown","no"
51,"management","married","tertiary","no",4,"yes","no","cellular",21,"nov",58,2,999,0,"unknown","no"
30,"technician","single","tertiary","no",3086,"yes","no","cellular",7,"may",84,3,168,1,"failure","no"
28,"admin.","married","secondary","no",0,"yes","no","cellular",7,"may",47,1,999,0,"unknown","no"
36,"blue-collar","married","secondary","no",29,"yes","yes","cellular",31,"jul",345,1,999,0,"unknown","no"
34,"entrepreneur","married","secondary","no",456,"yes","yes","cellular",28,"aug",137,8,999,0,"unknown","no"
29,"blue-collar","married","secondary","no",296,"yes","no","unknown",4,"jun",153,1,999,0,"unknown","no"
35,"entrepreneur","married","secondary","no",4872,"yes","no","cellular",15,"may",34,3,999,0,"unknown","no"
44,"technician","single","secondary","no",365,"yes","no","unknown",8,"may",169,2,999,0,"unknown","no"
51,"housemaid","married","primary","no",618,"yes","yes","cellular",4,"feb",69,1,999,0,"unknown","no"
40,"services","married","secondary","no",113,"yes","no","unknown",4,"jun",126,1,999,0,"unknown","no"
38,"blue-collar","married","secondary","no",0,"no","no","unknown",20,"jun",152,5,999,0,"unknown","no"
51,"blue-collar","married","primary","no",3754,"no","yes","cellular",13,"aug",202,3,999,0,"unknown","no"
43,"management","divorced","tertiary","no",36,"no","no","cellular",13,"feb",61,1,193,1,"failure","no"
30,"management","married","tertiary","no",882,"no","no","cellular",22,"aug",102,6,999,0,"unknown","no"
34,"admin.","married","secondary","no",1467,"yes","no","cellular",17,"apr",113,1,332,2,"failure","no"
32,"blue-collar","divorced","unknown","no",291,"yes","yes","unknown",27,"jun",120,6,999,0,"unknown","no"
53,"retired","married","secondary","no",1296,"yes","no","unknown",17,"jun",115,1,999,0,"unknown","no"
45,"blue-collar","married","secondary","no",-221,"yes","yes","unknown",3,"jun",170,1,999,0,"unknown","no"
39,"management","married","tertiary","no",51,"no","no","cellular",20,"aug",140,2,999,0,"unknown","no"
35,"management","married","tertiary","no",1471,"yes","yes","cellular",13,"aug",236,3,999,0,"unknown","no"
54,"blue-collar","divorced","secondary","no",615,"no","yes","cellular",20,"nov",230,1,999,0,"unknown","no"
50,"management","married","tertiary","no",-151,"yes","no","cellular",18,"nov",63,2,999,0,"unknown","no"
28,"technician","married","secondary","no",880,"yes","no","unknown",26,"may",188,1,999,0,"unknown","no"
31,"entrepreneur","single","secondary","no",379,"yes","no","cellular",18,"jul",570,2,999,0,"unknown","no"
35,"admin.","single","secondary","no",0,"no","yes","cellular",7,"jul",480,1,999,0,"unknown","no"
74,"retired","married","primary","no",5539,"no","no","cellular",12,"jul",390,2,159,3,"failure","no"
49,"services","married","tertiary","no",306,"yes","no","cellular",18,"aug",285,7,999,0,"unknown","no"
52,"blue-collar","divorced","primary","no",2800,"no","no","unknown",19,"jun",149,1,999,0,"unknown","no"
36,"blue-collar","married","secondary","no",136,"yes","no","unknown",4,"jun",38,2,999,0,"unknown","no"
51,"management","married","tertiary","yes",0,"no","yes","cellular",29,"jul",204,6,999,0,"unknown","no"
45,"admin.","married","secondary","no",0,"yes","no","cellular",18,"nov",108,5,999,0,"unknown","no"
36,"management","divorced","tertiary","no",102,"yes","no","cellular",14,"apr",114,1,999,0,"unknown","no"
31,"entrepreneur","divorced","tertiary","no",0,"yes","no","cellular",18,"nov",164,1,999,0,"unknown","no"
43,"blue-collar","married","primary","no",1401,"yes","no","unknown",12,"may",195,2,999,0,"unknown","no"
33,"services","married","secondary","no",70,"yes","no","cellular",21,"jul",333,3,999,0,"unknown","no"
38,"admin.","married","secondary","no",47,"yes","yes","cellular",31,"jul",50,11,999,0,"unknown","no"
45,"admin.","married","unknown","no",2033,"no","no","cellular",28,"may",48,4,999,0,"unknown","no"
